# E (keV) Intensity
0.10	  4.16E-49
0.20	  1.04E-33
0.30	  6.82E-27
0.40	  7.88E-23
0.50	  4.65E-20
0.60	  5.16E-18
0.70	  2.00E-16
0.80	  3.80E-15
0.90	  4.36E-14
1.00	  3.43E-13
1.10	  2.02E-12
1.20	  9.45E-12
1.30	  3.69E-11
1.40	  1.24E-10
1.50	  3.68E-10
1.60	  9.84E-10
1.70	  2.41E-09
1.80	  5.45E-09
1.90	  1.16E-08
2.00	  2.32E-08
2.10	  4.40E-08
2.20	  8.01E-08
2.30	  1.40E-07
2.40	  2.36E-07
2.50	  3.85E-07
2.60	  6.11E-07
2.70	  9.43E-07
2.80	  1.42E-06
2.90	  2.10E-06
3.00	  3.03E-06
3.10	  4.31E-06
3.20	  6.01E-06
3.30	  8.25E-06
3.40	  1.12E-05
3.50	  1.49E-05
3.60	  1.97E-05
3.70	  2.57E-05
3.80	  3.31E-05
3.90	  4.23E-05
4.00	  5.34E-05
4.10	  6.70E-05
4.20	  8.32E-05
4.30	  1.03E-04
4.40	  1.26E-04
4.50	  1.53E-04
4.60	  1.84E-04
4.70	  2.21E-04
4.80	  2.63E-04
4.90	  3.12E-04
5.00	  3.68E-04
5.10	  4.31E-04
5.20	  5.03E-04
5.30	  5.85E-04
5.40	  6.77E-04
5.50	  7.79E-04
5.60	  8.94E-04
5.70	  1.02E-03
5.80	  1.16E-03
5.90	  1.32E-03
6.00	  1.49E-03
6.10	  1.68E-03
6.20	  1.89E-03
6.30	  2.11E-03
6.40	  2.36E-03
6.50	  2.63E-03
6.60	  2.92E-03
6.70	  3.23E-03
6.80	  3.57E-03
6.90	  3.94E-03
7.00	  4.33E-03
7.10	  4.76E-03
7.20	  5.21E-03
7.30	  5.69E-03
7.40	  6.21E-03
7.50	  6.76E-03
7.60	  7.35E-03
7.70	  7.97E-03
7.80	  8.63E-03
7.90	  9.33E-03
8.00	  1.01E-02
8.10	  1.08E-02
8.20	  1.17E-02
8.30	  1.25E-02
8.40	  1.34E-02
8.50	  1.44E-02
8.60	  1.54E-02
8.70	  1.65E-02
8.80	  1.76E-02
8.90	  1.87E-02
9.00	  1.99E-02
9.10	  2.12E-02
9.20	  2.25E-02
9.30	  2.38E-02
9.40	  2.53E-02
9.50	  2.67E-02
9.60	  2.83E-02
9.70	  2.98E-02
9.80	  3.15E-02
9.90	  3.32E-02
10.00	  3.50E-02
10.10	  3.68E-02
10.20	  3.87E-02
10.30	  4.06E-02
10.40	  4.26E-02
10.50	  4.47E-02
10.60	  4.68E-02
10.70	  4.90E-02
10.80	  5.13E-02
10.90	  5.36E-02
11.00	  5.60E-02
11.10	  5.85E-02
11.20	  6.10E-02
11.30	  6.36E-02
11.40	  6.63E-02
11.50	  6.90E-02
11.60	  7.18E-02
11.70	  7.46E-02
11.80	  7.75E-02
11.90	  8.05E-02
12.00	  8.36E-02
12.10	  8.67E-02
12.20	  8.98E-02
12.30	  9.31E-02
12.40	  9.64E-02
12.50	  9.98E-02
12.60	  1.03E-01
12.70	  1.07E-01
12.80	  1.10E-01
12.90	  1.14E-01
13.00	  1.18E-01
13.10	  1.21E-01
13.20	  1.25E-01
13.30	  1.29E-01
13.40	  1.33E-01
13.50	  1.37E-01
13.60	  1.41E-01
13.70	  1.45E-01
13.80	  1.49E-01
13.90	  1.54E-01
14.00	  1.58E-01
14.10	  1.62E-01
14.20	  1.67E-01
14.30	  1.71E-01
14.40	  1.76E-01
14.50	  1.80E-01
14.60	  1.85E-01
14.70	  1.89E-01
14.80	  1.94E-01
14.90	  1.99E-01
15.00	  2.04E-01
15.10	  2.09E-01
15.20	  2.14E-01
15.30	  2.19E-01
15.40	  2.24E-01
15.50	  2.29E-01
15.60	  2.34E-01
15.70	  2.39E-01
15.80	  2.44E-01
15.90	  2.49E-01
16.00	  2.55E-01
16.10	  2.60E-01
16.20	  2.65E-01
16.30	  2.71E-01
16.40	  2.76E-01
16.50	  2.81E-01
16.60	  2.87E-01
16.70	  2.92E-01
16.80	  2.98E-01
16.90	  3.03E-01
17.00	  3.09E-01
17.10	  3.15E-01
17.20	  3.20E-01
17.30	  3.26E-01
17.40	  3.32E-01
17.50	  3.37E-01
17.60	  3.43E-01
17.70	  3.49E-01
17.80	  3.55E-01
17.90	  3.61E-01
18.00	  3.66E-01
18.10	  3.72E-01
18.20	  3.78E-01
18.30	  3.84E-01
18.40	  3.90E-01
18.50	  3.96E-01
18.60	  4.02E-01
18.70	  4.07E-01
18.80	  4.13E-01
18.90	  4.19E-01
19.00	  4.25E-01
19.10	  4.31E-01
19.20	  4.37E-01
19.30	  4.43E-01
19.40	  4.49E-01
19.50	  4.55E-01
19.60	  4.61E-01
19.70	  4.67E-01
19.80	  4.73E-01
19.90	  4.79E-01
20.00	  4.85E-01
20.10	  4.91E-01
20.20	  4.97E-01
20.30	  5.03E-01
20.40	  5.09E-01
20.50	  5.14E-01
20.60	  5.20E-01
20.70	  5.26E-01
20.80	  5.32E-01
20.90	  5.38E-01
21.00	  5.44E-01
21.10	  5.50E-01
21.20	  5.55E-01
21.30	  5.61E-01
21.40	  5.67E-01
21.50	  5.73E-01
21.60	  5.79E-01
21.70	  5.84E-01
21.80	  5.90E-01
21.90	  5.96E-01
22.00	  6.01E-01
22.10	  6.07E-01
22.20	  6.13E-01
22.30	  6.18E-01
22.40	  6.24E-01
22.50	  6.29E-01
22.60	  6.35E-01
22.70	  6.41E-01
22.80	  6.46E-01
22.90	  6.51E-01
23.00	  6.57E-01
23.10	  6.62E-01
23.20	  6.68E-01
23.30	  6.73E-01
23.40	  6.78E-01
23.50	  6.84E-01
23.60	  6.89E-01
23.70	  6.94E-01
23.80	  6.99E-01
23.90	  7.04E-01
24.00	  7.09E-01
24.10	  7.14E-01
24.20	  7.19E-01
24.30	  7.24E-01
24.40	  7.29E-01
24.50	  7.34E-01
24.60	  7.39E-01
24.70	  7.44E-01
24.80	  7.49E-01
24.90	  7.54E-01
